id,organisation_name,organisation_code,indicator_total_weighted_points,indicator_id,indicator_name,indicator_category_name,indicator_subcategory_name,indicator_category_subcategory,indicator_order,indicator_weight,iati_manual,publication_format,publication_format_points,total_points,iati_data_quality_passed,iati_data_quality_points,iati_data_quality_frequency,iati_data_quality_frequency_value,iati_data_quality_frequency_multiplier,iati_data_quality_total_points,survey_publication_status,survey_publication_status_value,survey_ordinal_value,survey_publication_format,survey_publication_format_value,survey_total_points 
DE-2-budget-identifier,"Germany, BMZ-KFW",DE-2,0,budget-identifier,Budget Identifier,activity,financial,activity-financial,36,0.0325,manual,,0,0,0,0,quarterly,0.9,1,0,not published,0,,,0,0
DE-2-results,"Germany, BMZ-KFW",DE-2,0,results,Results,activity,performance,activity-performance,37,0.0433,manual,pdf,0,0,0,0,quarterly,0.9,1,0,sometimes,0,,pdf,16.665,0
DE-2-allocation,"Germany, BMZ-KFW",DE-2,1.25,allocation,Allocation policy,organisation,planning,organisation-planning,6,0.025,manual,document,50,50,0,0,quarterly,0.9,1,0,always,1,,document,50,50
DE-2-impact-appraisals,"Germany, BMZ-KFW",DE-2,0,impact-appraisals,Impact Appraisals,activity,performance,activity-performance,38,0.0433,manual,document,0,0,0,0,quarterly,0.9,1,0,not published,0,,document,50,0
DE-2-location,"Germany, BMZ-KFW",DE-2,0,location,Sub-national location,activity,classifications,activity-classifications,25,0.0186,manual,website,0,0,0,0,quarterly,0.9,1,0,sometimes,0,,website,33.33,0
DE-2-mou,"Germany, BMZ-KFW",DE-2,0,mou,MoU,activity,related-documents,activity-related-documents,27,0.0217,manual,document,0,0,0,0,quarterly,0.9,1,0,not published,0,,document,50,0
DE-2-evaluations,"Germany, BMZ-KFW",DE-2,1.085,evaluations,Evaluations,activity,related-documents,activity-related-documents,28,0.0217,manual,document,50,50,0,0,quarterly,0.9,1,0,always,1,,document,50,50
DE-2-objectives,"Germany, BMZ-KFW",DE-2,0,objectives,Objectives,activity,related-documents,activity-related-documents,29,0.0217,manual,document,0,0,0,0,quarterly,0.9,1,0,sometimes,0,,document,50,0
DE-2-budget,"Germany, BMZ-KFW",DE-2,0,budget,Budget Docs,activity,related-documents,activity-related-documents,30,0.0217,manual,document,0,0,0,0,quarterly,0.9,1,0,not published,0,,document,50,0
DE-2-contracts,"Germany, BMZ-KFW",DE-2,0,contracts,Contracts,activity,related-documents,activity-related-documents,31,0.0217,manual,document,0,0,0,0,quarterly,0.9,1,0,not published,0,,document,50,0
DE-2-foia,"Germany, BMZ-KFW",DE-2,1.109889,foia,FOIA,commitment,,commitment-,1,0.0333,manual,not-applicable,33.33,33.33,0,0,quarterly,0.9,1,0,,0,33.33,,0,33.33
DE-2-implementation-schedules,"Germany, BMZ-KFW",DE-2,2.331,implementation-schedules,Implementation schedules,commitment,,commitment-,2,0.0333,manual,not-applicable,70,70,0,0,quarterly,0.9,1,0,,0,70,,0,70
DE-2-accessibility,"Germany, BMZ-KFW",DE-2,2.219778,accessibility,Accessibility,commitment,,commitment-,3,0.0333,manual,not-applicable,66.66,66.66,0,0,quarterly,0.9,1,0,,0,66.66,,0,66.66
US-18-strategy,"U.S., MCC",US-18,2.5,strategy,Organisation strategy,organisation,planning,organisation-planning,4,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
US-18-annual-report,"U.S., MCC",US-18,2.5,annual-report,Annual report,organisation,planning,organisation-planning,5,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
US-18-allocation,"U.S., MCC",US-18,2.5,allocation,Allocation policy,organisation,planning,organisation-planning,6,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
US-18-procurement-policy,"U.S., MCC",US-18,2.5,procurement-policy,Procurement policy,organisation,planning,organisation-planning,7,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
US-18-country-strategy,"U.S., MCC",US-18,2.375,country-strategy,Country strategy,organisation,Planning,organisation-Planning,8,0.025,iati,iati,50,95,90,45,quarterly,0.9,1,45,,,,,,0
US-18-total-budget,"U.S., MCC",US-18,4.17,total-budget,Total budget,organisation,Financial,organisation-Financial,9,0.0417,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
US-18-disaggregated-budgets,"U.S., MCC",US-18,3.807446292,disaggregated-budgets,Disaggregated budgets,organisation,Financial,organisation-Financial,10,0.0417,iati,iati,50,91.30566648,82.61133295,41.30566648,quarterly,0.9,1,41.30566648,,,,,,0
US-18-audit,"U.S., MCC",US-18,4.17,audit,Audit,organisation,financial,organisation-financial,11,0.0417,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
US-18-implementer,"U.S., MCC",US-18,1.5485,implementer,Implementer,activity,basic,activity-basic,12,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-unique-id,"U.S., MCC",US-18,1.5485,unique-id,Unique ID,activity,basic,activity-basic,13,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-title,"U.S., MCC",US-18,1.5485,title,Title,activity,basic,activity-basic,14,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-description,"U.S., MCC",US-18,1.5485,description,Description,activity,basic,activity-basic,15,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-dates-planned,"U.S., MCC",US-18,1.5485,dates-planned,Planned dates,activity,basic,activity-basic,16,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-dates-actual,"U.S., MCC",US-18,1.5485,dates-actual,Actual dates,activity,basic,activity-basic,17,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-current-status,"U.S., MCC",US-18,1.5485,current-status,Current Status,activity,basic,activity-basic,18,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-contact-details,"U.S., MCC",US-18,1.5485,contact-details,Contact details,activity,basic,activity-basic,19,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-collaboration-type,"U.S., MCC",US-18,1.767,collaboration-type,Collaboration Type,activity,classifications,activity-classifications,20,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-flow-type,"U.S., MCC",US-18,1.767,flow-type,Flow Type,activity,classifications,activity-classifications,21,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-aid-type,"U.S., MCC",US-18,1.767,aid-type,Aid Type,activity,classifications,activity-classifications,22,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-finance-type,"U.S., MCC",US-18,1.767,finance-type,Finance Type,activity,classifications,activity-classifications,23,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-sector,"U.S., MCC",US-18,1.767,sector,Sector,activity,classifications,activity-classifications,24,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-location,"U.S., MCC",US-18,1.565798077,location,Sub-national location,activity,classifications,activity-classifications,25,0.0186,iati,iati,50,84.18269231,75.96153846,37.98076923,quarterly,0.9,0.9,34.18269231,,,,,,0
US-18-tied-aid-status,"U.S., MCC",US-18,1.767,tied-aid-status,Tied Aid Status,activity,classifications,activity-classifications,26,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-mou,"U.S., MCC",US-18,2.0615,mou,MoU,activity,related-documents,activity-related-documents,27,0.0217,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-objectives,"U.S., MCC",US-18,2.0615,objectives,Objectives,activity,related-documents,activity-related-documents,29,0.0217,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-budget,"U.S., MCC",US-18,2.0615,budget,Budget Docs,activity,related-documents,activity-related-documents,30,0.0217,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-contracts,"U.S., MCC",US-18,2.0615,contracts,Contracts,activity,related-documents,activity-related-documents,31,0.0217,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-cost-overall,"U.S., MCC",US-18,1.71875,cost-overall,Budget,activity,financial,activity-financial,33,0.0325,iati,iati,50,52.88461538,6.41025641,3.205128205,quarterly,0.9,0.9,2.884615385,,,,,,0
US-18-expenditure-planned,"U.S., MCC",US-18,3.0875,expenditure-planned,Commitments,activity,financial,activity-financial,34,0.0325,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-expenditure-actual,"U.S., MCC",US-18,3.0875,expenditure-actual,Disbursements and expenditure,activity,financial,activity-financial,35,0.0325,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-budget-identifier,"U.S., MCC",US-18,3.0875,budget-identifier,Budget Identifier,activity,financial,activity-financial,36,0.0325,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-results,"U.S., MCC",US-18,3.897,results,Results,activity,performance,activity-performance,37,0.0433,iati,iati,50,90,88.88888889,44.44444444,quarterly,0.9,0.9,40,,,,,,0
US-18-impact-appraisals,"U.S., MCC",US-18,4.1135,impact-appraisals,Impact Appraisals,activity,performance,activity-performance,38,0.0433,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-conditions,"U.S., MCC",US-18,4.1135,conditions,Conditions,activity,performance,activity-performance,39,0.0433,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-18-tenders,"U.S., MCC",US-18,1.085,tenders,Tenders,activity,related-documents,activity-related-documents,32,0.0217,manual,document,50,50,0,0,quarterly,0.9,1,0,always,1,,document,50,50
US-18-evaluations,"U.S., MCC",US-18,0,evaluations,Evaluations,activity,related-documents,activity-related-documents,28,0.0217,manual,document,0,0,0,0,quarterly,0.9,1,0,sometimes,0,,document,50,0
US-18-foia,"U.S., MCC",US-18,2.219778,foia,FOIA,commitment,,commitment-,1,0.0333,manual,not-applicable,66.66,66.66,0,0,quarterly,0.9,1,0,,0,66.66,,0,66.66
US-18-implementation-schedules,"U.S., MCC",US-18,2.4975,implementation-schedules,Implementation schedules,commitment,,commitment-,2,0.0333,manual,not-applicable,75,75,0,0,quarterly,0.9,1,0,,0,75,,0,75
US-18-accessibility,"U.S., MCC",US-18,3.33,accessibility,Accessibility,commitment,,commitment-,3,0.0333,manual,not-applicable,100,100,0,0,quarterly,0.9,1,0,,0,100,,0,100
46004-strategy,AsDB,46004,2.5,strategy,Organisation strategy,organisation,planning,organisation-planning,4,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
46004-annual-report,AsDB,46004,2.5,annual-report,Annual report,organisation,planning,organisation-planning,5,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
46004-allocation,AsDB,46004,2.5,allocation,Allocation policy,organisation,planning,organisation-planning,6,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
46004-procurement-policy,AsDB,46004,2.5,procurement-policy,Procurement policy,organisation,planning,organisation-planning,7,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
46004-country-strategy,AsDB,46004,2.375,country-strategy,Country strategy,organisation,Planning,organisation-Planning,8,0.025,iati,iati,50,95,90,45,quarterly,0.9,1,45,,,,,,0
46004-total-budget,AsDB,46004,4.17,total-budget,Total budget,organisation,Financial,organisation-Financial,9,0.0417,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
46004-disaggregated-budgets,AsDB,46004,4.17,disaggregated-budgets,Disaggregated budgets,organisation,Financial,organisation-Financial,10,0.0417,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
46004-audit,AsDB,46004,4.17,audit,Audit,organisation,financial,organisation-financial,11,0.0417,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
46004-implementer,AsDB,46004,1.5485,implementer,Implementer,activity,basic,activity-basic,12,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46004-unique-id,AsDB,46004,1.5485,unique-id,Unique ID,activity,basic,activity-basic,13,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46004-title,AsDB,46004,1.5485,title,Title,activity,basic,activity-basic,14,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46004-description,AsDB,46004,1.5485,description,Description,activity,basic,activity-basic,15,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46004-dates-planned,AsDB,46004,1.5485,dates-planned,Planned dates,activity,basic,activity-basic,16,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46004-dates-actual,AsDB,46004,1.5485,dates-actual,Actual dates,activity,basic,activity-basic,17,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46004-current-status,AsDB,46004,1.5485,current-status,Current Status,activity,basic,activity-basic,18,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46004-contact-details,AsDB,46004,1.5485,contact-details,Contact details,activity,basic,activity-basic,19,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46004-collaboration-type,AsDB,46004,1.767,collaboration-type,Collaboration Type,activity,classifications,activity-classifications,20,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46004-flow-type,AsDB,46004,1.767,flow-type,Flow Type,activity,classifications,activity-classifications,21,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46004-aid-type,AsDB,46004,1.767,aid-type,Aid Type,activity,classifications,activity-classifications,22,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46004-finance-type,AsDB,46004,1.767,finance-type,Finance Type,activity,classifications,activity-classifications,23,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46004-sector,AsDB,46004,1.3485,sector,Sector,activity,classifications,activity-classifications,24,0.0186,iati,iati,50,72.5,50,25,quarterly,0.9,0.9,22.5,,,,,,0
46004-location,AsDB,46004,1.751067259,location,Sub-national location,activity,classifications,activity-classifications,25,0.0186,iati,iati,50,94.14340102,98.0964467,49.04822335,quarterly,0.9,0.9,44.14340102,,,,,,0
46004-tied-aid-status,AsDB,46004,1.767,tied-aid-status,Tied Aid Status,activity,classifications,activity-classifications,26,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46004-mou,AsDB,46004,2.0615,mou,MoU,activity,related-documents,activity-related-documents,27,0.0217,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46004-evaluations,AsDB,46004,1.34133125,evaluations,Evaluations,activity,related-documents,activity-related-documents,28,0.0217,iati,iati,50,61.8125,26.25,13.125,quarterly,0.9,0.9,11.8125,,,,,,0
46004-objectives,AsDB,46004,2.060260787,objectives,Objectives,activity,related-documents,activity-related-documents,29,0.0217,iati,iati,50,94.9428934,99.87309645,49.93654822,quarterly,0.9,0.9,44.9428934,,,,,,0
46004-budget,AsDB,46004,2.060173234,budget,Budget Docs,activity,related-documents,activity-related-documents,30,0.0217,iati,iati,50,94.9388587,99.86413043,49.93206522,quarterly,0.9,0.9,44.9388587,,,,,,0
46004-expenditure-planned,AsDB,46004,3.0875,expenditure-planned,Commitments,activity,financial,activity-financial,34,0.0325,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46004-expenditure-actual,AsDB,46004,2.959438452,expenditure-actual,Disbursements and expenditure,activity,financial,activity-financial,35,0.0325,iati,iati,50,91.05964467,91.24365482,45.62182741,quarterly,0.9,0.9,41.05964467,,,,,,0
46004-results,AsDB,46004,3.138013642,results,Results,activity,performance,activity-performance,37,0.0433,iati,iati,50,72.4714467,49.93654822,24.96827411,quarterly,0.9,0.9,22.4714467,,,,,,0
46004-impact-appraisals,AsDB,46004,4.111027284,impact-appraisals,Impact Appraisals,activity,performance,activity-performance,38,0.0433,iati,iati,50,94.9428934,99.87309645,49.93654822,quarterly,0.9,0.9,44.9428934,,,,,,0
46004-conditions,AsDB,46004,4.1135,conditions,Conditions,activity,performance,activity-performance,39,0.0433,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46004-tenders,AsDB,46004,1.085,tenders,Tenders,activity,related-documents,activity-related-documents,32,0.0217,manual,document,50,50,0,0,quarterly,0.9,1,0,always,1,,document,50,50
46004-cost-overall,AsDB,46004,0,cost-overall,Budget,activity,financial,activity-financial,33,0.0325,manual,pdf,0,0,0,0,quarterly,0.9,1,0,sometimes,0,,pdf,16.665,0
46004-budget-identifier,AsDB,46004,0,budget-identifier,Budget Identifier,activity,financial,activity-financial,36,0.0325,manual,,0,0,0,0,quarterly,0.9,1,0,not published,0,,,0,0
46004-contracts,AsDB,46004,1.085,contracts,Contracts,activity,related-documents,activity-related-documents,31,0.0217,manual,document,50,50,0,0,quarterly,0.9,1,0,always,1,,document,50,50
46004-foia,AsDB,46004,2.219778,foia,FOIA,commitment,,commitment-,1,0.0333,manual,not-applicable,66.66,66.66,0,0,quarterly,0.9,1,0,,0,66.66,,0,66.66
46004-implementation-schedules,AsDB,46004,3.0303,implementation-schedules,Implementation schedules,commitment,,commitment-,2,0.0333,manual,not-applicable,91,91,0,0,quarterly,0.9,1,0,,0,91,,0,91
46004-accessibility,AsDB,46004,3.33,accessibility,Accessibility,commitment,,commitment-,3,0.0333,manual,not-applicable,100,100,0,0,quarterly,0.9,1,0,,0,100,,0,100
US-14-strategy,"U.S., PEPFAR",US-14,2.5,strategy,Organisation strategy,organisation,planning,organisation-planning,4,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
US-14-annual-report,"U.S., PEPFAR",US-14,2.5,annual-report,Annual report,organisation,planning,organisation-planning,5,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
US-14-allocation,"U.S., PEPFAR",US-14,2.5,allocation,Allocation policy,organisation,planning,organisation-planning,6,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
US-14-procurement-policy,"U.S., PEPFAR",US-14,2.5,procurement-policy,Procurement policy,organisation,planning,organisation-planning,7,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
US-14-country-strategy,"U.S., PEPFAR",US-14,1.75862069,country-strategy,Country strategy,organisation,Planning,organisation-Planning,8,0.025,iati,iati,50,70.34482759,40.68965517,20.34482759,quarterly,0.9,1,20.34482759,,,,,,0
US-14-total-budget,"U.S., PEPFAR",US-14,2.78,total-budget,Total budget,organisation,Financial,organisation-Financial,9,0.0417,iati,iati,50,66.66666667,33.33333333,16.66666667,quarterly,0.9,1,16.66666667,,,,,,0
US-14-disaggregated-budgets,"U.S., PEPFAR",US-14,2.78,disaggregated-budgets,Disaggregated budgets,organisation,Financial,organisation-Financial,10,0.0417,iati,iati,50,66.66666667,33.33333333,16.66666667,quarterly,0.9,1,16.66666667,,,,,,0
US-14-audit,"U.S., PEPFAR",US-14,4.17,audit,Audit,organisation,financial,organisation-financial,11,0.0417,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
US-14-implementer,"U.S., PEPFAR",US-14,1.5485,implementer,Implementer,activity,basic,activity-basic,12,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-14-unique-id,"U.S., PEPFAR",US-14,1.5485,unique-id,Unique ID,activity,basic,activity-basic,13,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-14-title,"U.S., PEPFAR",US-14,1.488378948,title,Title,activity,basic,activity-basic,14,0.0163,iati,iati,50,91.31159191,91.80353759,45.90176879,quarterly,0.9,0.9,41.31159191,,,,,,0
US-14-description,"U.S., PEPFAR",US-14,1.534715019,description,Description,activity,basic,activity-basic,15,0.0163,iati,iati,50,94.15429564,98.12065698,49.06032849,quarterly,0.9,0.9,44.15429564,,,,,,0
US-14-dates-planned,"U.S., PEPFAR",US-14,1.5485,dates-planned,Planned dates,activity,basic,activity-basic,16,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-14-dates-actual,"U.S., PEPFAR",US-14,1.5485,dates-actual,Actual dates,activity,basic,activity-basic,17,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-14-current-status,"U.S., PEPFAR",US-14,1.5485,current-status,Current Status,activity,basic,activity-basic,18,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-14-contact-details,"U.S., PEPFAR",US-14,1.5485,contact-details,Contact details,activity,basic,activity-basic,19,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-14-collaboration-type,"U.S., PEPFAR",US-14,1.767,collaboration-type,Collaboration Type,activity,classifications,activity-classifications,20,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-14-flow-type,"U.S., PEPFAR",US-14,1.767,flow-type,Flow Type,activity,classifications,activity-classifications,21,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-14-aid-type,"U.S., PEPFAR",US-14,1.767,aid-type,Aid Type,activity,classifications,activity-classifications,22,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-14-finance-type,"U.S., PEPFAR",US-14,1.767,finance-type,Finance Type,activity,classifications,activity-classifications,23,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-14-sector,"U.S., PEPFAR",US-14,1.767,sector,Sector,activity,classifications,activity-classifications,24,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-14-location,"U.S., PEPFAR",US-14,1.078576753,location,Sub-national location,activity,classifications,activity-classifications,25,0.0186,iati,iati,50,57.98799747,17.7511055,8.875552748,quarterly,0.9,0.9,7.987997473,,,,,,0
US-14-tied-aid-status,"U.S., PEPFAR",US-14,1.767,tied-aid-status,Tied Aid Status,activity,classifications,activity-classifications,26,0.0186,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-14-cost-overall,"U.S., PEPFAR",US-14,3.0875,cost-overall,Budget,activity,financial,activity-financial,33,0.0325,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-14-expenditure-actual,"U.S., PEPFAR",US-14,3.0875,expenditure-actual,Disbursements and expenditure,activity,financial,activity-financial,35,0.0325,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
US-14-tenders,"U.S., PEPFAR",US-14,1.085,tenders,Tenders,activity,related-documents,activity-related-documents,32,0.0217,manual,document,50,50,0,0,quarterly,0.9,1,0,always,1,,document,50,50
US-14-expenditure-planned,"U.S., PEPFAR",US-14,0.5416125,expenditure-planned,Commitments,activity,financial,activity-financial,34,0.0325,manual,pdf,16.665,16.665,0,0,quarterly,0.9,1,0,always,1,,pdf,16.665,16.665
US-14-budget-identifier,"U.S., PEPFAR",US-14,0,budget-identifier,Budget Identifier,activity,financial,activity-financial,36,0.0325,manual,,0,0,0,0,quarterly,0.9,1,0,not published,0,,,0,0
US-14-results,"U.S., PEPFAR",US-14,0,results,Results,activity,performance,activity-performance,37,0.0433,manual,machine-readable,0,0,0,0,quarterly,0.9,1,0,sometimes,0,,machine-readable,50,0
US-14-impact-appraisals,"U.S., PEPFAR",US-14,0,impact-appraisals,Impact Appraisals,activity,performance,activity-performance,38,0.0433,manual,document,0,0,0,0,quarterly,0.9,1,0,sometimes,0,,document,50,0
US-14-conditions,"U.S., PEPFAR",US-14,0,conditions,Conditions,activity,performance,activity-performance,39,0.0433,manual,document,0,0,0,0,quarterly,0.9,1,0,not published,0,,document,50,0
US-14-mou,"U.S., PEPFAR",US-14,0,mou,MoU,activity,related-documents,activity-related-documents,27,0.0217,manual,document,0,0,0,0,quarterly,0.9,1,0,sometimes,0,,document,50,0
US-14-evaluations,"U.S., PEPFAR",US-14,0,evaluations,Evaluations,activity,related-documents,activity-related-documents,28,0.0217,manual,document,0,0,0,0,quarterly,0.9,1,0,not published,0,,document,50,0
US-14-objectives,"U.S., PEPFAR",US-14,1.085,objectives,Objectives,activity,related-documents,activity-related-documents,29,0.0217,manual,document,50,50,0,0,quarterly,0.9,1,0,always,1,,document,50,50
US-14-budget,"U.S., PEPFAR",US-14,0,budget,Budget Docs,activity,related-documents,activity-related-documents,30,0.0217,manual,document,0,0,0,0,quarterly,0.9,1,0,not published,0,,document,50,0
US-14-contracts,"U.S., PEPFAR",US-14,0,contracts,Contracts,activity,related-documents,activity-related-documents,31,0.0217,manual,document,0,0,0,0,quarterly,0.9,1,0,not published,0,,document,50,0
US-14-foia,"U.S., PEPFAR",US-14,2.219778,foia,FOIA,commitment,,commitment-,1,0.0333,manual,not-applicable,66.66,66.66,0,0,quarterly,0.9,1,0,,0,66.66,,0,66.66
US-14-implementation-schedules,"U.S., PEPFAR",US-14,1.0323,implementation-schedules,Implementation schedules,commitment,,commitment-,2,0.0333,manual,not-applicable,31,31,0,0,quarterly,0.9,1,0,,0,31,,0,31
US-14-accessibility,"U.S., PEPFAR",US-14,0,accessibility,Accessibility,commitment,,commitment-,3,0.0333,manual,not-applicable,0,0,0,0,quarterly,0.9,1,0,,0,0,,0,0
46015-expenditure-planned,EBRD,46015,3.0875,expenditure-planned,Commitments,activity,financial,activity-financial,34,0.0325,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46015-expenditure-actual,EBRD,46015,3.0875,expenditure-actual,Disbursements and expenditure,activity,financial,activity-financial,35,0.0325,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46015-strategy,EBRD,46015,2.5,strategy,Organisation strategy,organisation,planning,organisation-planning,4,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
46015-annual-report,EBRD,46015,2.5,annual-report,Annual report,organisation,planning,organisation-planning,5,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
46015-procurement-policy,EBRD,46015,2.5,procurement-policy,Procurement policy,organisation,planning,organisation-planning,7,0.025,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
46015-audit,EBRD,46015,4.17,audit,Audit,organisation,financial,organisation-financial,11,0.0417,iati,iati,50,100,100,50,quarterly,0.9,1,50,,,,,,0
46015-implementer,EBRD,46015,1.5485,implementer,Implementer,activity,basic,activity-basic,12,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46015-unique-id,EBRD,46015,1.5485,unique-id,Unique ID,activity,basic,activity-basic,13,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46015-title,EBRD,46015,1.5485,title,Title,activity,basic,activity-basic,14,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46015-description,EBRD,46015,1.5485,description,Description,activity,basic,activity-basic,15,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46015-dates-planned,EBRD,46015,1.18175,dates-planned,Planned dates,activity,basic,activity-basic,16,0.0163,iati,iati,50,72.5,50,25,quarterly,0.9,0.9,22.5,,,,,,0
46015-dates-actual,EBRD,46015,1.5485,dates-actual,Actual dates,activity,basic,activity-basic,17,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46015-current-status,EBRD,46015,1.5485,current-status,Current Status,activity,basic,activity-basic,18,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
46015-contact-details,EBRD,46015,1.5485,contact-details,Contact details,activity,basic,activity-basic,19,0.0163,iati,iati,50,95,100,50,quarterly,0.9,0.9,45,,,,,,0
