question_id,question_name,organisation_id,organisation_short,agency_short,result,result_evidence,result_comments
6,Forward budget,18,Luxembourg,,2,,
7,Audit,18,Luxembourg,,1,,
8,Country strategy,18,Luxembourg,,4,http://www.mae.lu/fr/content/download/22581/155140/version/1/file/Mali+-+PIC+2+-+2007-2011+Sign%C3%A9.pdf,
9,Country forward budget,18,Luxembourg,,2,,
10,Evaluation,18,Luxembourg,,3,http://www.lux-development.lu/evaluations.lasso?lang=uk,
11,Results,18,Luxembourg,,2,,
12,Project Implementer,18,Luxembourg,,4,http://www.lux-development.lu/pays_details.lasso?lang=fr&pays=mli&pro=490,
13,Collaboration type,18,Luxembourg,,3,http://www.lux-development.lu/pays_details.lasso?lang=fr&pays=mli&pro=490,
14,Flow type: ODA / OOF,18,Luxembourg,,3,http://www.lux-development.lu/pays_details.lasso?lang=fr&pays=mli&pro=490,
15,Project / budget support,18,Luxembourg,,3,http://www.lux-development.lu/pays_details.lasso?lang=fr&pays=mli&pro=490,
16,Grant / loan,18,Luxembourg,,3,http://www.lux-development.lu/pays_details.lasso?lang=fr&pays=mli&pro=490,
17,Unique ID,18,Luxembourg,,4,http://www.lux-development.lu/pays_details.lasso?lang=fr&pays=mli&pro=490,
18,Project Title,18,Luxembourg,,4,http://www.lux-development.lu/pays_details.lasso?lang=fr&pays=mli&pro=490,
19,Description,18,Luxembourg,,4,http://www.lux-development.lu/pays_details.lasso?lang=fr&pays=mli&pro=490,
20,Sectors,18,Luxembourg,,4,http://www.lux-development.lu/pays_details.lasso?lang=fr&pays=mli&pro=490,
21,Planned dates,18,Luxembourg,,4,http://www.lux-development.lu/pays_details.lasso?lang=fr&pays=mli&pro=490,
22,Actual dates,18,Luxembourg,,2,,
23,Tied aid status,18,Luxembourg,,2,,
24,Overall cost,18,Luxembourg,,4,http://www.lux-development.lu/pays_details.lasso?lang=fr&pays=mli&pro=490,
25,Transactions,18,Luxembourg,,2,,
26,Current status,18,Luxembourg,,4,http://www.lux-development.lu/pays_details.lasso?lang=fr&pays=mli&pro=490,
27,Contact details,18,Luxembourg,,4,http://www.lux-development.lu/pays_details.lasso?lang=fr&pays=mli&pro=490,
28,Project website,18,Luxembourg,,4,http://www.lux-development.lu/pays_details.lasso?lang=fr&pays=mli&pro=490,
29,Impact appraisal,18,Luxembourg,,2,,
30,Objectives,18,Luxembourg,,2,,
31,Beneficiaries,18,Luxembourg,,4,http://www.lux-development.lu/pays_details.lasso?lang=fr&pays=mli&pro=490,
32,Conditions,18,Luxembourg,,3,http://www.lux-development.lu/pays_details.lasso?lang=fr&pays=mli&pro=490,
33,Budget docs,18,Luxembourg,,2,,
34,Tender docs,18,Luxembourg,,4,http://www.lux-development.lu/pres_off.lasso?lang=uk ,
35,Contract docs,18,Luxembourg,,4,http://www.lux-development.lu/offres.lasso?of=10239,
36,MoU / agreement,18,Luxembourg,,2,,
37,Project design docs,18,Luxembourg,,1,,
1,FOIA,19,Malta,,0,,
2,IATI,19,Malta,,0,,
3,Allocation policy,19,Malta,,2,,
4,Procurement policy,19,Malta,,2,,
5,Organisation budget,19,Malta,,2,,
6,Forward budget,19,Malta,,2,,
7,Audit,19,Malta,,1,,
8,Country strategy,19,Malta,,1,,
9,Country forward budget,19,Malta,,1,,
10,Evaluation,19,Malta,,1,,
11,Results,19,Malta,,2,,
12,Project Implementer,19,Malta,,2,,
13,Collaboration type,19,Malta,,2,,
14,Flow type: ODA / OOF,19,Malta,,2,,
15,Project / budget support,19,Malta,,2,,
16,Grant / loan,19,Malta,,2,,
17,Unique ID,19,Malta,,1,,
18,Project Title,19,Malta,,2,,
19,Description,19,Malta,,2,,
20,Sectors,19,Malta,,2,,
21,Planned dates,19,Malta,,2,,
22,Actual dates,19,Malta,,2,,
23,Tied aid status,19,Malta,,2,,
24,Overall cost,19,Malta,,2,,
25,Transactions,19,Malta,,2,,
26,Current status,19,Malta,,2,,
27,Contact details,19,Malta,,2,,
28,Project website,19,Malta,,2,,
29,Impact appraisal,19,Malta,,1,,
30,Objectives,19,Malta,,2,,
31,Beneficiaries,19,Malta,,2,,
32,Conditions,19,Malta,,2,,
33,Budget docs,19,Malta,,2,,
34,Tender docs,19,Malta,,2,,
35,Contract docs,19,Malta,,2,,
36,MoU / agreement,19,Malta,,2,,
37,Project design docs,19,Malta,,2,,
1,FOIA,20,Netherlands,,1,,
2,IATI,20,Netherlands,,2,,
3,Allocation policy,20,Netherlands,,4,http://www.rijksoverheid.nl/onderwerpen/ontwikkelingssamenwerking/documenten-en-publicaties/kamerstukken/2011/03/18/aanbiedingsbrief-focusbrief-ontwikkelingssamenwerking.html ,
4,Procurement policy,20,Netherlands,,4,http://www.rijksoverheid.nl/onderwerpen/aanbesteden/documenten-en-publicaties/kamerstukken/2011/03/28/nota-naar-aanleiding-van-het-verslag-aanbestedingswet.html ,
5,Organisation budget,20,Netherlands,,4,http://www.rijksoverheid.nl/documenten-en-publicaties/notas/2010/09/21/nota-2011-homogene-groep-internationale-samenwerking-hgis.html ,
6,Forward budget,20,Netherlands,,4,http://www.rijksoverheid.nl/documenten-en-publicaties/notas/2010/09/21/nota-2011-homogene-groep-internationale-samenwerking-hgis.html ,
7,Audit,20,Netherlands,,2,,
8,Country strategy,20,Netherlands,,3,http://www.minbuza.nl/en/key-topics/development-cooperation/partner-countries/countries-alphabetically/i,
9,Country forward budget,20,Netherlands,,2,http://www.minbuza.nl/nl/Reizen_en_Landen/Landenoverzicht/I/IndonesiÄ—/Ontwikkelingsrelatie ,
10,Evaluation,20,Netherlands,,4,http://www.rijksoverheid.nl/onderwerpen/ontwikkelingssamenwerking/documenten-en-publicaties/rapporten/2011/09/07/resultaten-indonesie.html ,General evaluation published in the biennial results of development cooperation report.
11,Results,20,Netherlands,,4,"http://www.rijksoverheid.nl/onderwerpen/ontwikkelingssamenwerking/documenten-en-publicaties/rapporten/2011/09/07/resultaten-indonesie.html
",General evaluation published in the biennial results of development cooperation report.
12,Project Implementer,20,Netherlands,,4,http://iatiregistry.org/dataset/minbuza_activities,
13,Collaboration type,20,Netherlands,,4,http://iatiregistry.org/dataset/minbuza_activities,
14,Flow type: ODA / OOF,20,Netherlands,,4,http://iatiregistry.org/dataset/minbuza_activities,
15,Project / budget support,20,Netherlands,,4,http://iatiregistry.org/dataset/minbuza_activities,
16,Grant / loan,20,Netherlands,,4,http://iatiregistry.org/dataset/minbuza_activities,
17,Unique ID,20,Netherlands,,4,http://iatiregistry.org/dataset/minbuza_activities,
18,Project Title,20,Netherlands,,4,http://iatiregistry.org/dataset/minbuza_activities,
19,Description,20,Netherlands,,4,http://iatiregistry.org/dataset/minbuza_activities,
20,Sectors,20,Netherlands,,4,http://iatiregistry.org/dataset/minbuza_activities,
21,Planned dates,20,Netherlands,,4,http://iatiregistry.org/dataset/minbuza_activities,
22,Actual dates,20,Netherlands,,4,http://iatiregistry.org/dataset/minbuza_activities,
23,Tied aid status,20,Netherlands,,4,http://iatiregistry.org/dataset/minbuza_activities,
24,Overall cost,20,Netherlands,,4,http://iatiregistry.org/dataset/minbuza_activities,
25,Transactions,20,Netherlands,,4,http://iatiregistry.org/dataset/minbuza_activities,
26,Current status,20,Netherlands,,4,http://iatiregistry.org/dataset/minbuza_activities,
27,Contact details,20,Netherlands,,3,http://iati-test.akvo.org/rsr/project/138/*****http://iati-test.akvo.org/rsr/api/v1/iati-activity/138/?format=xml,
28,Project website,20,Netherlands,,3,http://iati-test.akvo.org/rsr/project/138/*****http://iati-test.akvo.org/rsr/api/v1/iati-activity/138/?format=xml,
29,Impact appraisal,20,Netherlands,,2,,
30,Objectives,20,Netherlands,,3,http://iati-test.akvo.org/rsr/project/138/*****http://iati-test.akvo.org/rsr/api/v1/iati-activity/138/?format=xml,
31,Beneficiaries,20,Netherlands,,3,http://iati-test.akvo.org/rsr/project/138/*****http://iati-test.akvo.org/rsr/api/v1/iati-activity/138/?format=xml,
32,Conditions,20,Netherlands,,2,,
33,Budget docs,20,Netherlands,,2,,
34,Tender docs,20,Netherlands,,4,"http://www.tenderned.nl/*****http://ted.europa.eu/TED/main/HomePage.do 
",All tenders appear to be on TenderNed and the EU's TED tenders daily.
35,Contract docs,20,Netherlands,,2,,
36,MoU / agreement,20,Netherlands,,2,,
37,Project design docs,20,Netherlands,,2,,
1,FOIA,21,Poland,,1,,
2,IATI,21,Poland,,0,,
3,Allocation policy,21,Poland,,3,"http://www.polskapomoc.gov.pl/,Development,cooperation,programme,1053.html ",
4,Procurement policy,21,Poland,,4,"http://www.infor.pl/dzienniki-urzedowe/ministra-obrony-narodowej,rok,2008,nr,25/poz,325,decyzja-nr-575-mon-ministra-obrony-narodowej-w-sprawie-udzielania-zamowien-w.html ",
5,Organisation budget,21,Poland,,2,,
6,Forward budget,21,Poland,,2,,
7,Audit,21,Poland,,1,,
8,Country strategy,21,Poland,,2,,"There is an annual report for Afghanistan, but no country strategy."
9,Country forward budget,21,Poland,,1,,
10,Evaluation,21,Poland,,2,,
11,Results,21,Poland,,2,,
12,Project Implementer,21,Poland,,3,"http://www.polskapomoc.gov.pl/Wyniki,konkursu,Pomoc,rozwojowa,2011,,1048.html*****http://www.polskapomoc.gov.pl/files/Kraje%20priorytetowe/AFGANISTAN_2010_lista%20projektow.pdf",The Polish Aid website lists 2 projects for Afghanistan for 2011 totalling 1 Million PLN. This appears to exclude projects financed through the PRTs. Projects financed through PRTs are available for 2010 only.
13,Collaboration type,21,Poland,,2,,
14,Flow type: ODA / OOF,21,Poland,,2,,
15,Project / budget support,21,Poland,,2,,
16,Grant / loan,21,Poland,,2,,
17,Unique ID,21,Poland,,3,"http://www.polskapomoc.gov.pl/Wyniki,konkursu,Pomoc,rozwojowa,2011,,1048.html*****http://www.polskapomoc.gov.pl/files/Kraje%20priorytetowe/AFGANISTAN_2010_lista%20projektow.pdf",
18,Project Title,21,Poland,,3,"http://www.polskapomoc.gov.pl/Wyniki,konkursu,Pomoc,rozwojowa,2011,,1048.html*****http://www.polskapomoc.gov.pl/files/Kraje%20priorytetowe/AFGANISTAN_2010_lista%20projektow.pdf",
19,Description,21,Poland,,2,,
20,Sectors,21,Poland,,2,,
21,Planned dates,21,Poland,,2,,
22,Actual dates,21,Poland,,2,,
23,Tied aid status,21,Poland,,2,,
24,Overall cost,21,Poland,,3,"http://www.polskapomoc.gov.pl/Wyniki,konkursu,Pomoc,rozwojowa,2011,,1048.html*****http://www.polskapomoc.gov.pl/files/Kraje%20priorytetowe/AFGANISTAN_2010_lista%20projektow.pdf",
25,Transactions,21,Poland,,2,,
26,Current status,21,Poland,,2,,
27,Contact details,21,Poland,,2,,
28,Project website,21,Poland,,2,,
29,Impact appraisal,21,Poland,,2,,
30,Objectives,21,Poland,,2,,
31,Beneficiaries,21,Poland,,2,,
32,Conditions,21,Poland,,2,,
33,Budget docs,21,Poland,,2,,
34,Tender docs,21,Poland,,3,http://www.msz.gov.pl/index.php?page=15613&lang_id=pl&bulletin_id=35&document=5509,
35,Contract docs,21,Poland,,3,http://www.msz.gov.pl/files/Zamowienia%20Publiczne%20MSZ/BPiZP-84-272-10%20SIWZ.pdf ,
36,MoU / agreement,21,Poland,,2,,
37,Project design docs,21,Poland,,2,,
1,FOIA,22,Portugal,,1,,
2,IATI,22,Portugal,,0,,
3,Allocation policy,22,Portugal,,4,http://www.ipad.mne.gov.pt/CentroRecursos/Documentacao/EstrategiaCooperacao/Documents/Visao_Estrategica_editado.pdf,Assume this is still active (2006).
4,Procurement policy,22,Portugal,,2,,
5,Organisation budget,22,Portugal,,2,,
6,Forward budget,22,Portugal,,2,,
7,Audit,22,Portugal,,2,,
8,Country strategy,22,Portugal,,3,http://www.ipad.mne.gov.pt/Coopera%C3%A7%C3%A3o%20Bilateral/Mocambique/ProgramaIndicativoCooperacao/Paginas/default.aspx,
9,Country forward budget,22,Portugal,,2,,
10,Evaluation,22,Portugal,,3,http://www.ipad.mne.gov.pt/Instituto/ActividadesCooperacao/PlanosRelatoriosActividade/Documents/QUAR_IPAD_2011_V05.pdf,
11,Results,22,Portugal,,4,http://www.ipad.mne.gov.pt/Instituto/ActividadesCooperacao/PlanosRelatoriosActividade/Documents/QUAR_IPAD_2011_V05.pdf,
12,Project Implementer,22,Portugal,,2,,
13,Collaboration type,22,Portugal,,3,"http://www.ipad.mne.gov.pt/Coopera%C3%A7%C3%A3o%20Bilateral/Mocambique/Projectos/Paginas/default.aspx*****http://www.ipad.mne.gov.pt/Coopera%C3%A7%C3%A3o%20Bilateral/Mocambique/Projectos/Biblio%20Manhi%C3%A7a/Paginas/default.aspx
",
14,Flow type: ODA / OOF,22,Portugal,,2,,
15,Project / budget support,22,Portugal,,2,,
16,Grant / loan,22,Portugal,,2,,
17,Unique ID,22,Portugal,,2,,
18,Project Title,22,Portugal,,3,http://www.ipad.mne.gov.pt/Coopera%C3%A7%C3%A3o%20Bilateral/Mocambique/Projectos/Paginas/default.aspx*****http://www.ipad.mne.gov.pt/Coopera%C3%A7%C3%A3o%20Bilateral/Mocambique/Projectos/Biblio%20Manhi%C3%A7a/Paginas/default.aspx,
19,Description,22,Portugal,,2,,
20,Sectors,22,Portugal,,3,http://www.ipad.mne.gov.pt/Coopera%C3%A7%C3%A3o%20Bilateral/Mocambique/Projectos/Paginas/default.aspx*****http://www.ipad.mne.gov.pt/Coopera%C3%A7%C3%A3o%20Bilateral/Mocambique/Projectos/Biblio%20Manhi%C3%A7a/Paginas/default.aspx,
21,Planned dates,22,Portugal,,2,,
22,Actual dates,22,Portugal,,2,,
23,Tied aid status,22,Portugal,,2,,
24,Overall cost,22,Portugal,,2,,
25,Transactions,22,Portugal,,2,,
26,Current status,22,Portugal,,2,,
27,Contact details,22,Portugal,,2,,
28,Project website,22,Portugal,,1,,
29,Impact appraisal,22,Portugal,,1,,
30,Objectives,22,Portugal,,3,http://www.ipad.mne.gov.pt/Coopera%C3%A7%C3%A3o%20Bilateral/Mocambique/Projectos/Paginas/default.aspx*****http://www.ipad.mne.gov.pt/Coopera%C3%A7%C3%A3o%20Bilateral/Mocambique/Projectos/Biblio%20Manhi%C3%A7a/Paginas/default.aspx,
31,Beneficiaries,22,Portugal,,2,,
32,Conditions,22,Portugal,,2,,
33,Budget docs,22,Portugal,,2,,
34,Tender docs,22,Portugal,,2,,
35,Contract docs,22,Portugal,,2,,
36,MoU / agreement,22,Portugal,,3,http://www.ipad.mne.gov.pt/CentroRecursos/Documentacao/ProgramaIndicativoCooperacao/Documents/memoMoz07-09.pdf,
37,Project design docs,22,Portugal,,2,,
1,FOIA,23,Slovakia,,1,,
2,IATI,23,Slovakia,,0,,
3,Allocation policy,23,Slovakia,,4,http://www.slovakaid.sk/wp-content/uploads/2011/02/NP-ODA-2011.pdf ,
4,Procurement policy,23,Slovakia,,3,http://www.slovakaid.sk/?p=7053 ,
5,Organisation budget,23,Slovakia,,2,,
6,Forward budget,23,Slovakia,,4,http://www.slovakaid.sk/wp-content/uploads/2011/02/NP-ODA-2011.pdf ,
7,Audit,23,Slovakia,,2,,
8,Country strategy,23,Slovakia,,1,,
9,Country forward budget,23,Slovakia,,1,,
10,Evaluation,23,Slovakia,,1,,
11,Results,23,Slovakia,,2,,
12,Project Implementer,23,Slovakia,,4,http://www.slovakaid.sk/wp-content/uploads/2011/07/Sum%C3%A1r_schv%C3%A1len%C3%A9-projekty_V%C3%BDzvy-2011.pdf,
13,Collaboration type,23,Slovakia,,2,,
14,Flow type: ODA / OOF,23,Slovakia,,4,http://www.slovakaid.sk/wp-content/uploads/2011/07/Sum%C3%A1r_schv%C3%A1len%C3%A9-projekty_V%C3%BDzvy-2011.pdf,
15,Project / budget support,23,Slovakia,,4,http://www.slovakaid.sk/wp-content/uploads/2011/07/Sum%C3%A1r_schv%C3%A1len%C3%A9-projekty_V%C3%BDzvy-2011.pdf,
16,Grant / loan,23,Slovakia,,4,http://www.slovakaid.sk/wp-content/uploads/2011/07/Sum%C3%A1r_schv%C3%A1len%C3%A9-projekty_V%C3%BDzvy-2011.pdf,
17,Unique ID,23,Slovakia,,4,http://www.slovakaid.sk/wp-content/uploads/2011/07/Sum%C3%A1r_schv%C3%A1len%C3%A9-projekty_V%C3%BDzvy-2011.pdf,
18,Project Title,23,Slovakia,,4,http://www.slovakaid.sk/wp-content/uploads/2011/07/Sum%C3%A1r_schv%C3%A1len%C3%A9-projekty_V%C3%BDzvy-2011.pdf,
19,Description,23,Slovakia,,2,,
20,Sectors,23,Slovakia,,2,,
21,Planned dates,23,Slovakia,,2,,
22,Actual dates,23,Slovakia,,2,,
23,Tied aid status,23,Slovakia,,2,,
24,Overall cost,23,Slovakia,,4,http://www.slovakaid.sk/wp-content/uploads/2011/07/Sum%C3%A1r_schv%C3%A1len%C3%A9-projekty_V%C3%BDzvy-2011.pdf,
25,Transactions,23,Slovakia,,2,,
26,Current status,23,Slovakia,,2,,
27,Contact details,23,Slovakia,,2,,
28,Project website,23,Slovakia,,2,,
29,Impact appraisal,23,Slovakia,,1,,
30,Objectives,23,Slovakia,,2,,
31,Beneficiaries,23,Slovakia,,2,,
32,Conditions,23,Slovakia,,2,,
33,Budget docs,23,Slovakia,,2,,
34,Tender docs,23,Slovakia,,4,http://cud.mzv.sk/index.php ,
35,Contract docs,23,Slovakia,,2,,
36,MoU / agreement,23,Slovakia,,1,,
37,Project design docs,23,Slovakia,,2,,
1,FOIA,24,Slovenia,,1,,
2,IATI,24,Slovenia,,0,,
3,Allocation policy,24,Slovenia,,4,http://www.mzz.gov.si/fileadmin/pageuploads/Zunanja_politika/RA/Okvirni_program_11-12.pdf,
4,Procurement policy,24,Slovenia,,4,http://www.mzz.gov.si/fileadmin/pageuploads/Zakonodaja_in_dokumenti/Notranji_akti/Pravilnik_za_oddajo_javnih_narocil_male_vrednosti.pdf,
5,Organisation budget,24,Slovenia,,2,http://www.mzz.gov.si/fileadmin/pageuploads/Zunanja_politika/RA/Okvirni_program_11-12.pdf,
6,Forward budget,24,Slovenia,,2,http://www.mzz.gov.si/fileadmin/pageuploads/Zunanja_politika/RA/Okvirni_program_11-12.pdf,
7,Audit,24,Slovenia,,1,,
8,Country strategy,24,Slovenia,,4,http://www.mzz.gov.si/fileadmin/pageuploads/Zunanja_politika/RA/Podpisan_program_sodelovanja_2011-2012.pdf,In 2010 a first mini CSP was drafted for Montenegro. It is to be followed by a biannual paper (2011- 2012) and a more longterm CSP (2012/2013 â€“ 2015). 
9,Country forward budget,24,Slovenia,,2,,
10,Evaluation,24,Slovenia,,2,,
11,Results,24,Slovenia,,2,,
12,Project Implementer,24,Slovenia,,4,http://www.mzz.gov.si/fileadmin/pageuploads/Zunanja_politika/RA/Podpisan_program_sodelovanja_2011-2012.pdf,
13,Collaboration type,24,Slovenia,,4,http://www.mzz.gov.si/fileadmin/pageuploads/Zunanja_politika/RA/Podpisan_program_sodelovanja_2011-2012.pdf,
14,Flow type: ODA / OOF,24,Slovenia,,3,http://www.cmsr.si/en/CMSR_operations/Publishing/manuals/Pravilnik_CMSR_za_URP_ENG.pdf,
15,Project / budget support,24,Slovenia,,2,,
16,Grant / loan,24,Slovenia,,2,,
17,Unique ID,24,Slovenia,,2,,
18,Project Title,24,Slovenia,,2,,
19,Description,24,Slovenia,,2,,
20,Sectors,24,Slovenia,,2,,
21,Planned dates,24,Slovenia,,2,,
22,Actual dates,24,Slovenia,,2,,
23,Tied aid status,24,Slovenia,,1,,
24,Overall cost,24,Slovenia,,2,,
25,Transactions,24,Slovenia,,2,,
26,Current status,24,Slovenia,,2,,
27,Contact details,24,Slovenia,,2,,
28,Project website,24,Slovenia,,2,,
29,Impact appraisal,24,Slovenia,,2,,
30,Objectives,24,Slovenia,,2,,
31,Beneficiaries,24,Slovenia,,2,,
32,Conditions,24,Slovenia,,3,http://www.cmsr.si/en/CMSR_operations/Publishing/manuals/Pravilnik_CMSR_za_URP_ENG.pdf,
33,Budget docs,24,Slovenia,,2,,
34,Tender docs,24,Slovenia,,2,,
35,Contract docs,24,Slovenia,,2,,
36,MoU / agreement,24,Slovenia,,2,,
37,Project design docs,24,Slovenia,,2,,
1,FOIA,25,Spain,,0,,
2,IATI,25,Spain,,1,,
3,Allocation policy,25,Spain,,4,http://www.maec.es/es/MenuPpal/CooperacionInternacional/Publicacionesydocumentacion/Documents/2009-12plandirector.zip ,
4,Procurement policy,25,Spain,,2,,
5,Organisation budget,25,Spain,,2,,
6,Forward budget,25,Spain,,2,,
7,Audit,25,Spain,,2,,
8,Country strategy,25,Spain,,3,http://www.maec.es/SiteCollectionDocuments/Cooperaci%C3%B3n%20espa%C3%B1ola/Publicaciones/DEP_peru.pdf,"Donors stated the latest country strategy paper for Peru is currently 2005-2008, because the country partnership frameworks are being negotiated and will be finished late 2011."
9,Country forward budget,25,Spain,,1,,
10,Evaluation,25,Spain,,2,,
11,Results,25,Spain,,2,,
12,Project Implementer,25,Spain,,4,http://www.aeciperu.org.pe/detpry.asp?pry=1826,
13,Collaboration type,25,Spain,,4,http://www.aeciperu.org.pe/detpry.asp?pry=1826,
14,Flow type: ODA / OOF,25,Spain,,2,http://www.aeciperu.org.pe/detpry.asp?pry=1826,
15,Project / budget support,25,Spain,,4,http://www.aeciperu.org.pe/detpry.asp?pry=1826,
16,Grant / loan,25,Spain,,2,,
17,Unique ID,25,Spain,,2,,
18,Project Title,25,Spain,,4,http://www.aeciperu.org.pe/detpry.asp?pry=1826,
19,Description,25,Spain,,4,http://www.aeciperu.org.pe/detpry.asp?pry=1826,
20,Sectors,25,Spain,,3,http://www.aeciperu.org.pe/detpry.asp?pry=1826,
21,Planned dates,25,Spain,,4,http://www.aeciperu.org.pe/detpry.asp?pry=1826,
22,Actual dates,25,Spain,,2,,
23,Tied aid status,25,Spain,,2,,
24,Overall cost,25,Spain,,4,http://www.aeciperu.org.pe/detpry.asp?pry=1826,
25,Transactions,25,Spain,,1,,
26,Current status,25,Spain,,2,,
27,Contact details,25,Spain,,4,http://www.aeciperu.org.pe/detongd.asp?ongd=21,
28,Project website,25,Spain,,2,,
29,Impact appraisal,25,Spain,,2,,
30,Objectives,25,Spain,,2,,
31,Beneficiaries,25,Spain,,2,,
32,Conditions,25,Spain,,2,,
33,Budget docs,25,Spain,,2,,
34,Tender docs,25,Spain,,2,,
35,Contract docs,25,Spain,,2,,
36,MoU / agreement,25,Spain,,2,,
37,Project design docs,25,Spain,,2,,
1,FOIA,26,Sweden,,1,,
2,IATI,26,Sweden,,2,,
3,Allocation policy,26,Sweden,,4,http://www.sweden.gov.se/content/1/c6/11/32/83/778a0c48.pdf,
4,Procurement policy,26,Sweden,,4,http://www.sida.se/English/Partners/Procurements/Sida-Procurement-Guidelines/ ,
5,Organisation budget,26,Sweden,,4,http://www.regeringen.se/content/1/c6/17/55/29/7e68ff13.pdf,
6,Forward budget,26,Sweden,,2,,
7,Audit,26,Sweden,,2,,
8,Country strategy,26,Sweden,,4,http://www.regeringen.se/content/1/c6/16/58/02/18b6b694.pdf ,
9,Country forward budget,26,Sweden,,2,,
10,Evaluation,26,Sweden,,4,http://sidapublications.citat.se/english,
11,Results,26,Sweden,,4,http://s3-eu-west-1.amazonaws.com/openaid/original/Strategirapport_Tanzania_2010-11-19.pdf?1300456383,
12,Project Implementer,26,Sweden,,3,http://openaid.se/contributions/47679?year=2010,
13,Collaboration type,26,Sweden,,4,http://openaid.se/contributions/47679?year=2010,
14,Flow type: ODA / OOF,26,Sweden,,2,http://openaid.se/contributions/47679?year=2010,
15,Project / budget support,26,Sweden,,4,http://openaid.se/contributions/47679?year=2010,
16,Grant / loan,26,Sweden,,2,http://openaid.se/contributions/47679?year=2010,
17,Unique ID,26,Sweden,,4,http://openaid.se/contributions/47679?year=2010,
18,Project Title,26,Sweden,,4,http://openaid.se/contributions/47679?year=2010,
19,Description,26,Sweden,,4,http://openaid.se/contributions/47679?year=2010,
20,Sectors,26,Sweden,,4,http://openaid.se/contributions/47679?year=2010,
21,Planned dates,26,Sweden,,4,http://openaid.se/contributions/47679?year=2010,
22,Actual dates,26,Sweden,,2,http://openaid.se/contributions/47679?year=2010,
23,Tied aid status,26,Sweden,,2,http://openaid.se/contributions/47679?year=2010,
24,Overall cost,26,Sweden,,4,http://openaid.se/contributions/47679?year=2010,
25,Transactions,26,Sweden,,2,http://openaid.se/contributions/47679?year=2010,
26,Current status,26,Sweden,,4,http://openaid.se/contributions/47679?year=2010,
27,Contact details,26,Sweden,,2,http://openaid.se/contributions/47679?year=2010,
28,Project website,26,Sweden,,2,http://openaid.se/contributions/47679?year=2010,
29,Impact appraisal,26,Sweden,,2,,
30,Objectives,26,Sweden,,3,http://openaid.se/contributions/47679?year=2010,
31,Beneficiaries,26,Sweden,,2,,
32,Conditions,26,Sweden,,2,,
33,Budget docs,26,Sweden,,2,,
34,Tender docs,26,Sweden,,4,http://sida.kommersannons.se/Annons/Publications/Publications.aspx?Publicationstatus=30 ,
35,Contract docs,26,Sweden,,2,,
36,MoU / agreement,26,Sweden,,2,,
37,Project design docs,26,Sweden,,2,,
1,FOIA,27,UK,DFID,1,,
2,IATI,27,UK,DFID,2,,
3,Allocation policy,27,UK,DFID,4,http://www.dfid.gov.uk/Documents/MAR/FINAL_BAR%20TECHNICAL%20REPORT.pdf ,
4,Procurement policy,27,UK,DFID,4,http://www.dfid.gov.uk/working-with-dfid/procurement/,
5,Organisation budget,27,UK,DFID,4,http://cdn.hm-treasury.gov.uk/sr2010_chapter2.pdf,
6,Forward budget,27,UK,DFID,4,http://www.dfid.gov.uk/Documents/MAR/BAR-MAR-country-summaries-web.pdf,
7,Audit,27,UK,DFID,2,,
8,Country strategy,27,UK,DFID,3,http://www.dfid.gov.uk/Documents/MAR/BAR-MAR-country-summaries-web.pdf,"India country strategy was published in late October 2011, after data collection was completed. The paper was delayed for publication due to 'external circumstances'"
9,Country forward budget,27,UK,DFID,4,http://www.dfid.gov.uk/Documents/MAR/FINAL_BAR%20TECHNICAL%20REPORT.pdf#page=33 ,
10,Evaluation,27,UK,DFID,3,http://www.dfid.gov.uk/Media-Room/Publications/Evaluation-studies/ ,
11,Results,27,UK,DFID,3,http://projects.dfid.gov.uk/iati/Country/IN,
12,Project Implementer,27,UK,DFID,4,http://projects.dfid.gov.uk/iati/Country/IN,
13,Collaboration type,27,UK,DFID,4,http://projects.dfid.gov.uk/iati/Country/IN,
14,Flow type: ODA / OOF,27,UK,DFID,4,http://projects.dfid.gov.uk/iati/Country/IN,
15,Project / budget support,27,UK,DFID,4,http://projects.dfid.gov.uk/iati/Country/IN,
16,Grant / loan,27,UK,DFID,4,http://projects.dfid.gov.uk/iati/Country/IN,
17,Unique ID,27,UK,DFID,4,http://projects.dfid.gov.uk/iati/Country/IN,
18,Project Title,27,UK,DFID,4,http://projects.dfid.gov.uk/iati/Country/IN,
19,Description,27,UK,DFID,4,http://projects.dfid.gov.uk/iati/Country/IN,
20,Sectors,27,UK,DFID,4,http://projects.dfid.gov.uk/iati/Country/IN,
21,Planned dates,27,UK,DFID,4,http://projects.dfid.gov.uk/iati/Country/IN,
22,Actual dates,27,UK,DFID,4,http://projects.dfid.gov.uk/iati/Country/IN,
23,Tied aid status,27,UK,DFID,4,http://projects.dfid.gov.uk/iati/Country/IN,
24,Overall cost,27,UK,DFID,4,http://projects.dfid.gov.uk/iati/Country/IN,
25,Transactions,27,UK,DFID,4,http://projects.dfid.gov.uk/iati/Country/IN,
26,Current status,27,UK,DFID,4,http://projects.dfid.gov.uk/iati/Country/IN,
27,Contact details,27,UK,DFID,4,http://projects.dfid.gov.uk/iati/Country/IN,
28,Project website,27,UK,DFID,4,http://projects.dfid.gov.uk/project.aspx?Project=114487,
29,Impact appraisal,27,UK,DFID,3,http://projects.dfid.gov.uk/iati/Country/IN,
